2,  2.11620e-10,  8.51540e-15,  1.32880e-17,  2.11620e-10,  8.51550e-15,  1.33190e-17
3,  1.85910e-10,  1.14560e-14,  1.42670e-17,  1.85910e-10,  1.14560e-14,  1.43290e-17
4,  1.65260e-10,  1.08300e-14,  1.30510e-17,  1.65260e-10,  1.08300e-14,  1.31550e-17
5,  1.49840e-10,  8.08540e-15,  1.06810e-17,  1.49840e-10,  8.08550e-15,  1.08380e-17
6,  1.38440e-10,  5.02530e-15,  8.07170e-18,  1.38440e-10,  5.02550e-15,  8.29110e-18
7,  1.29950e-10,  2.75550e-15,  5.80520e-18,  1.29950e-10,  2.75580e-15,  6.09850e-18
8,  1.23470e-10,  1.51500e-15,  4.13690e-18,  1.23470e-10,  1.51540e-15,  4.51490e-18
9,  1.18630e-10,  1.01090e-15,  3.09890e-18,  1.18630e-10,  1.01140e-15,  3.57270e-18
10,  1.14830e-10,  8.39230e-16,  2.59490e-18,  1.14830e-10,  8.39810e-16,  3.17560e-18
11,  1.11820e-10,  7.35530e-16,  2.49200e-18,  1.11830e-10,  7.36230e-16,  3.19090e-18
12,  1.09580e-10,  6.19020e-16,  2.66100e-18,  1.09590e-10,  6.19850e-16,  3.48960e-18
13,  1.07840e-10,  5.12600e-16,  2.99730e-18,  1.07840e-10,  5.13570e-16,  3.96690e-18
14,  1.06420e-10,  4.51600e-16,  3.43090e-18,  1.06420e-10,  4.52720e-16,  4.55320e-18
15,  1.05310e-10,  4.40790e-16,  3.91950e-18,  1.05320e-10,  4.42080e-16,  5.20610e-18
16,  1.04510e-10,  4.60280e-16,  4.44070e-18,  1.04510e-10,  4.61740e-16,  5.90340e-18
17,  1.03970e-10,  4.89390e-16,  4.98580e-18,  1.03980e-10,  4.91040e-16,  6.63620e-18
18,  1.03550e-10,  5.22090e-16,  5.55120e-18,  1.03560e-10,  5.23940e-16,  7.40100e-18
19,  1.03420e-10,  5.66140e-16,  6.13580e-18,  1.03430e-10,  5.68200e-16,  8.19670e-18
20,  1.03370e-10,  6.31060e-16,  6.73900e-18,  1.03380e-10,  6.33340e-16,  9.02270e-18
21,  1.03430e-10,  7.21240e-16,  7.35840e-18,  1.03440e-10,  7.23760e-16,  9.87660e-18
22,  1.03590e-10,  8.34160e-16,  7.99470e-18,  1.03600e-10,  8.36920e-16,  1.07590e-17
23,  1.03840e-10,  9.65380e-16,  8.64610e-18,  1.03850e-10,  9.68400e-16,  1.16680e-17
24,  1.04170e-10,  1.11300e-15,  9.31160e-18,  1.04180e-10,  1.11630e-15,  1.26020e-17
25,  1.04590e-10,  1.27710e-15,  9.99130e-18,  1.04600e-10,  1.28060e-15,  1.35620e-17
26,  1.05060e-10,  1.45750e-15,  1.06820e-17,  1.05070e-10,  1.46140e-15,  1.45450e-17
27,  1.05610e-10,  1.65300e-15,  1.13860e-17,  1.05620e-10,  1.65720e-15,  1.55510e-17
28,  1.06210e-10,  1.86160e-15,  1.21010e-17,  1.06220e-10,  1.86610e-15,  1.65800e-17
29,  1.06880e-10,  2.08290e-15,  1.28270e-17,  1.06890e-10,  2.08770e-15,  1.76310e-17
30,  1.07600e-10,  2.31810e-15,  1.35630e-17,  1.07610e-10,  2.32320e-15,  1.87040e-17
31,  1.08350e-10,  2.56890e-15,  1.43070e-17,  1.08360e-10,  2.57440e-15,  1.97940e-17
32,  1.09150e-10,  2.83780e-15,  1.50590e-17,  1.09160e-10,  2.84360e-15,  2.09050e-17
33,  1.10000e-10,  3.12650e-15,  1.58190e-17,  1.10010e-10,  3.13260e-15,  2.20340e-17
34,  1.10890e-10,  3.43580e-15,  1.65850e-17,  1.10900e-10,  3.44230e-15,  2.31810e-17
35,  1.11810e-10,  3.76620e-15,  1.73580e-17,  1.11830e-10,  3.77310e-15,  2.43450e-17
36,  1.12770e-10,  4.11820e-15,  1.81350e-17,  1.12790e-10,  4.12550e-15,  2.55260e-17
37,  1.13750e-10,  4.49120e-15,  1.89150e-17,  1.13770e-10,  4.49900e-15,  2.67200e-17
38,  1.14780e-10,  4.88580e-15,  1.96980e-17,  1.14790e-10,  4.89390e-15,  2.79290e-17
39,  1.15840e-10,  5.30080e-15,  2.04840e-17,  1.15860e-10,  5.30930e-15,  2.91520e-17
40,  1.16910e-10,  5.73590e-15,  2.12700e-17,  1.16940e-10,  5.74490e-15,  3.03880e-17
41,  1.18040e-10,  6.19150e-15,  2.20560e-17,  1.18060e-10,  6.20090e-15,  3.16350e-17
42,  1.19170e-10,  6.66810e-15,  2.28410e-17,  1.19190e-10,  6.67800e-15,  3.28920e-17
43,  1.20330e-10,  7.16680e-15,  2.36240e-17,  1.20350e-10,  7.17710e-15,  3.41600e-17
44,  1.21500e-10,  7.68640e-15,  2.44040e-17,  1.21520e-10,  7.69710e-15,  3.54370e-17
45,  1.22720e-10,  8.22760e-15,  2.51810e-17,  1.22750e-10,  8.23880e-15,  3.67210e-17
46,  1.23980e-10,  8.79100e-15,  2.59510e-17,  1.24010e-10,  8.80270e-15,  3.80120e-17
47,  1.25260e-10,  9.37470e-15,  2.67150e-17,  1.25280e-10,  9.38680e-15,  3.93070e-17
48,  1.26530e-10,  9.98390e-15,  2.74700e-17,  1.26560e-10,  9.99660e-15,  4.06070e-17
49,  1.27820e-10,  1.06230e-14,  2.82190e-17,  1.27850e-10,  1.06360e-14,  4.19110e-17
50,  1.29150e-10,  1.12890e-14,  2.89590e-17,  1.29180e-10,  1.13030e-14,  4.32180e-17
51,  1.30500e-10,  1.19670e-14,  2.96910e-17,  1.30530e-10,  1.19820e-14,  4.45280e-17
52,  1.31900e-10,  1.26570e-14,  3.04110e-17,  1.31930e-10,  1.26720e-14,  4.58380e-17
53,  1.33310e-10,  1.33720e-14,  3.11180e-17,  1.33340e-10,  1.33870e-14,  4.71460e-17
54,  1.34710e-10,  1.41150e-14,  3.18120e-17,  1.34740e-10,  1.41310e-14,  4.84520e-17
55,  1.36120e-10,  1.48910e-14,  3.24940e-17,  1.36160e-10,  1.49070e-14,  4.97560e-17
56,  1.37580e-10,  1.56860e-14,  3.31630e-17,  1.37610e-10,  1.57020e-14,  5.10580e-17
57,  1.39050e-10,  1.64910e-14,  3.38190e-17,  1.39090e-10,  1.65080e-14,  5.23570e-17
58,  1.40550e-10,  1.73140e-14,  3.44590e-17,  1.40590e-10,  1.73320e-14,  5.36510e-17
59,  1.42050e-10,  1.81620e-14,  3.50830e-17,  1.42090e-10,  1.81800e-14,  5.49380e-17
60,  1.43560e-10,  1.90320e-14,  3.56910e-17,  1.43600e-10,  1.90510e-14,  5.62190e-17
61,  1.45130e-10,  1.99250e-14,  3.62830e-17,  1.45170e-10,  1.99440e-14,  5.74930e-17
62,  1.46700e-10,  2.08370e-14,  3.68590e-17,  1.46740e-10,  2.08560e-14,  5.87610e-17
63,  1.48280e-10,  2.17630e-14,  3.74190e-17,  1.48320e-10,  2.17830e-14,  6.00220e-17
64,  1.49900e-10,  2.27110e-14,  3.79600e-17,  1.49950e-10,  2.27310e-14,  6.12740e-17
65,  1.51520e-10,  2.36790e-14,  3.84820e-17,  1.51560e-10,  2.37000e-14,  6.25160e-17
66,  1.53160e-10,  2.46640e-14,  3.89840e-17,  1.53210e-10,  2.46850e-14,  6.37480e-17
67,  1.54800e-10,  2.56630e-14,  3.94690e-17,  1.54850e-10,  2.56850e-14,  6.49710e-17
